,comments,Positive,Neutral,Negative,Compound
202,We went down Toh Guan East for the first time on a Sunday evening to look for a dining set. Customer service was excellent! A young lady was friendly and approachable. She was also very patient in answering to our many questions. We …,0.19219999999999998,0.8078,0.0,0.22106
203,A lot of teak woods available however can improve and add more variety of furniture.,0.182,0.818,0.0,0.4404
204,Great collection of teak furniture. Decent pricing and friendly service. Kam Fei the salesman was really helpful.,0.43,0.5700000000000001,0.0,0.5314
205,Kamfei is a pleasant and helpful staff who helped me with my queries for my customized bed. Good shopping experience.,0.4295,0.5705,0.0,0.54405
206,Great place for housing furniture needs. Good and helpful staff.,0.5885,0.41150000000000003,0.0,0.6367499999999999
207,Very conducive to shop here as range is wide. Easy to visualise your needs in this setting. Staff Kam Fei is very helpful and patient.,0.19966666666666666,0.8003333333333333,0.0,0.3052666666666667
208,Very nice antiques and wood furniture. Great.,0.6910000000000001,0.309,0.0,0.55015
209,Great service. Nice teak furniture. But Don't agree with 100% downpayment.,0.4623333333333333,0.43866666666666665,0.09899999999999999,0.2569666666666667
210,if you love wood you should come here .. furniture and unique decor items .. price is very reasonable,0.151,0.849,0.0,0.4939
211,Great place for good teak furniture! Such a gem! Oh reasonably priced too!,0.211,0.789,0.0,0.26133333333333336
212,Friendly and honest staff support. Prices affordable!,0.4105,0.5895,0.0,0.42405
213,There was a wide selection and the salespeople were helpful,0.259,0.741,0.0,0.4215
214,Very friendly and helpful staff. Help and answered my queries about the product well. Thank you May.,0.5496666666666667,0.4503333333333333,0.0,0.5697
215,Came with my family to buy wooden furniture. GOOD Affordable price.,0.309,0.6910000000000001,0.0,0.24975
216,Huge showroom with many items on display. Prices are really reasonable and the salesman was patient with us throughout.,0.1385,0.8614999999999999,0.0,0.1591
217,"Excellent attention from the staff, Pei Shan. Helped us patiently as we went through the options and eventually confirmed our dining set. Much appreciated!",0.38766666666666666,0.6123333333333333,0.0,0.37603333333333333
218,Extensive range of high quality furniture. Friendly staff who all readily answered all my questions,0.143,0.857,0.0,0.24695
219,Good service  and lots of very nice furnitures.  Will be back for more soon.,0.241,0.759,0.0,0.34005
220,"Came for console table,  got what we want.  Just nice.",0.447,0.5529999999999999,0.0,0.24935
221,"Pleased with the sales staff, KAM FEI service. Great teak furniture choices with affordable prices 👍",0.34950000000000003,0.6505,0.0,0.5326500000000001
222,The staff were very helpful and patient. Very thorough during payment. The furniture suited our needs. Felt very sturdy and the finishing very natural.,0.15625,0.84375,0.0,0.223875
223,"Friendly staff, very knowledgable and reliable. Thanks to Kam Fei very patiently attend to our needs.",0.317,0.683,0.0,0.46715
224,We are very happy to discover this gems. Product and service is excellent. We are attended by Miss Lee Ling. She is professional in her service. We will recommend people who love teak furniture to come here.,0.2464,0.7114,0.0422,0.34421999999999997
225,Nice place with very reasonal prices. Good wood products and good finishes.,0.4575,0.5425,0.0,0.51695
226,Fantastic place to find unique designs with great workmanship quality! :),0.75,0.25,0.0,0.6493
227,Very very helpful n 100% satisfied with their tip top service.,0.541,0.459,0.0,0.8039
228,"Nice furniture at reasonable reasonable price, made perfect by friendly staffs.",0.548,0.452,0.0,0.8658
229,Kam Fei is very friendly and helpful in getting what we required. Thumbs up!,0.198,0.802,0.0,0.381
230,Very extensive showroom and knowledgeable staff who can advice on the choice and care of prospective furniture,0.167,0.833,0.0,0.4939
231,Extensive selection of furnitures and excellent customer service. Thumbs up!,0.173,0.827,0.0,0.28595
232,Sales persons were patient and very very helpful! Will definitely recommend it :),0.5740000000000001,0.42600000000000005,0.0,0.6843
233,Wide range of furnitures avail fr antique to modern to contemporary. Salesperson friendly n willing to assist n ans enquiries,0.174,0.8260000000000001,0.0,0.24695
234,Friendly service. We found the sofa we like.,0.5475,0.4525,0.0,0.42755
235,Friendly staff. Help with things that is needed for our house. Also alot of attractive furniture here. 👍👍,0.34525,0.6547499999999999,0.0,0.33405
236,"Went to get a replacement planter (also from Wihardja) at the Sungei Kadut show room. Kam Fei was very helpful in helping us, but felt bad because another customer came and left after just browsing.

Big airy showroom. But there is a jaga …",0.037,0.9165,0.0465,-0.113425
237,I like the layout of the showroom. There is alot of different types of furnitures in many designs. The people are very friendly and willing to help.. Only problem is there is not many signages to show the location of the showroom from the main road.,0.14733333333333334,0.8250000000000001,0.028,0.18726666666666666
238,Kam Fei is very helpful and friendly. The showroom is big and spacious to browse around too!,0.2835,0.7165,0.0,0.381
239,Not easy to find. Signboard is not displayed properly. Otherwise the pieces of wooden furniture displayed are value for money.,0.06466666666666666,0.787,0.14833333333333334,-0.00039999999999999297
240,Kam Fei has been patient with our customisation request thou we did not commit immediately upon enquiry. Will definitely come back to him after making a decision. Highly recommended place with wide range selection and customisation service.,0.147,0.8176666666666667,0.035333333333333335,0.15
241,Kam Fei is very helpful and good selection of teak dining tables.,0.369,0.631,0.0,0.7056
242,"Very comprehensive service from Mr Kam Fei, most helpful with my bed frame order.  Recommended.",0.655,0.345,0.0,0.43025
243,Amazing experience and friendly assistant by Kam Fei with exceptional customer service! I would definitely recommend Wihardja furniture to my friends and family! :),0.6576666666666666,0.3423333333333333,0.0,0.6959666666666667
244,Nice environment. Friendly staff as well. Too bad no further discount. But overall good.,0.50475,0.3315,0.16375,0.18512499999999998
245,great place to shop solid teak furniture,0.533,0.467,0.0,0.6908
246,"May, is accommodating and she knows her products well.",0.208,0.792,0.0,0.2732
247,Salesperson was helpful and knows his stuff. Would recommend for those looking for wooden furniture.,0.2905,0.7095,0.0,0.39135
248,Good range but location and company name difficult to find . Staffs are good and friendly .,0.395,0.48,0.125,0.16479999999999997
249,The staff Peishan & Kam Fei are very friendly & informative but not pushy at all. It was definitely a pleasant experience.,0.46900000000000003,0.531,0.0,0.62785
250,A nice setting and friendly staff. Very knowledge and helpful staff.,0.5505,0.4495,0.0,0.59435
251,Great showroom and friendly staff (Kam Fei). Would definitely buy furnitures here in the future.,0.4355,0.5645,0.0,0.60465
252,"Affordable, fast and efficient service. Thank you Wihardja!",0.49749999999999994,0.5025,0.0,0.42069999999999996
253,Was served by Kam Fei... He is patient in providing information and helping me to order my mattress cover for my Day-bed.  Thanks Kam Fei!,0.24533333333333332,0.7546666666666667,0.0,0.26286666666666664
254,Quality teak furniture at wihardja. Kam fei was very helpful in our inquiries. Thanks !,0.43533333333333335,0.5646666666666667,0.0,0.32266666666666666
255,"Industrial area, easy to locate with gps. The warehouse itself is spacious, friendly staffs and a variety of choices. Definitely worth the trip down here.",0.3676666666666667,0.6323333333333334,0.0,0.49723333333333336
256,Loved this table/shelf. Will come back for more furniture,0.3305,0.6695,0.0,0.2997
257,"The sales assistant, Kamfei, was helpful in providing advice in customising our chest of drawers. Prices are also v reasonable.",0.0835,0.9165,0.0,0.21075
258,"Served by Kam Fei, a very helpful and friendly staff. Warehouse has nice wooden furniture.",0.44799999999999995,0.552,0.0,0.59175
259,"Very good furniture shop.Top notch teak wood furnitures.Good customer service, especially  Mr.Kam Fei.",0.189,0.811,0.0,0.4201
260,"Wonderful quiet shop that sells unique furniture and related items. Don't allow the distance to deter your decision to come over and have a look.
We were served by Kam Fei. He was very patient and entertained all our queries, without any …",0.13,0.8415,0.0285,0.21364999999999998
261,Nice interesting items on display. Very helpful staff.,0.627,0.373,0.0,0.57295
262,Price and quality are affordable especially the Suar solid hard top wood. Kam Fei the sale personnel is a great help in explaining the products.,0.333,0.6174999999999999,0.05,0.54425
263,Store carries an impressive range of quality products. Sales person Kam Fei was very helpful in explaining and providing options.,0.2695,0.7305,0.0,0.493
264,"Wihardja has been fantastic! Kam Fei was super friendly, helpful and informative and made the purchasing process very easy. Looking forward to receiving my products soon, will write another review then ! :)",0.527,0.473,0.0,0.494275
265,Nice showroom with many interesting wood design. Friendly sales person.,0.5695,0.4305,0.0,0.5822
266,Mr Kam Fei is very helpful and professional in helping my buying decisions. Well done. Thank you.,0.5720000000000001,0.428,0.0,0.4274
267,"Best place for Suar wood stuff! Super duper personnel! With loads of experience about their product. Good job, Pei Shan, Kam Fei and May! I will be back!",0.287,0.713,0.0,0.3451
268,The collections and staff are good.,0.333,0.667,0.0,0.3612
269,The shop is nice and the furniture are good. Staff is very accommodating.,0.2155,0.7845,0.0,0.3243
270,Excellent environment for teak wood products. Nice customer service by Ms. May and Mr. Kam Fei. Would surely recommend this place.,0.435,0.565,0.0,0.5510333333333333
271,Very nice setup and friendly Kam Fei who showed us around.,0.411,0.589,0.0,0.7425
272,Very helpful customer service and friendly by Mr Kam Fei. Hope  to come again . I'm satisfied.😍,0.31066666666666665,0.6893333333333334,0.0,0.39430000000000004
273,Wonderful sales service by Mr Kam FEI and Mr Clarence .,0.291,0.709,0.0,0.5719
274,"it is nice display , full range of items,  nice sale assistant as well.  I.bought two of my side tables.",0.2175,0.7825,0.0,0.38585
275,Great collection and helpful sales person!,0.643,0.357,0.0,0.8016
276,Super friendly and helpful staff.,0.832,0.168,0.0,0.872
277,Big and well stocked showroom and friendly staff.,0.469,0.531,0.0,0.6486
278,Good sales service by Ms Ennze. Patient and thorough explanation given,0.1665,0.8335,0.0,0.1806
279,Good service and nice stuff. Worth making a trip.,0.563,0.437,0.0,0.43745
280,THE PERFECT PLACE TO GET ALL YOUR WOOD FURNITURES! FRIENDLY STAFF TOO! KAM FEI WAS THE ONE WHO ATTENDED TO US! THANK YOU,0.42075,0.57925,0.0,0.378425
281,Good furniture at best price..Gr8 custoner service,0.573,0.427,0.0,0.7717
282,Good service and polite staff. Recommended.,0.6925,0.3075,0.0,0.28175
283,Was serve by Ms Peishan. Wonderful service. Too much too choose from a vintage to diff kind of teak design. Highly recommended. Will come again to purchase another furniture.,0.2928,0.7072,0.0,0.1687
284,Awesome customer service by staff Kam Fei. He gave us useful product infomation. Thank you!,0.503,0.497,0.0,0.49506666666666665
285,Fantastic furnitures and great art work. Great service by kam fei will return again for more items definitely!,0.541,0.45899999999999996,0.0,0.8190999999999999
286,service very good especially the sales person Kam Fei.,0.259,0.741,0.0,0.4201
287,Great and prompt service by staff. Excellent!,0.7255,0.2745,0.0,0.61815
288,Ok more varieties if you’re into teak wood,0.239,0.761,0.0,0.296
289,Great place for beautiful teak pieces and they were very attentive to customers!,0.43,0.57,0.0,0.8516
290,Nice furniture with reasonable price and friendly staff.,0.5,0.5,0.0,0.7184
291,Salesperson is very helpful and very willing to offer solutions to our furnishing needs,0.285,0.715,0.0,0.5849
292,Unique designs and super friendly stuffs 👍,0.64,0.36,0.0,0.7964
293,"Kam Fei, staff on duty, is a friendly.Good service.",0.0,1.0,0.0,0.0
294,Kam Fei was very friendly and patient. Very pleasant experience here!,0.46599999999999997,0.534,0.0,0.56935
295,Excellent. Can customise! Thanks Kam Fei!,0.5383333333333333,0.46166666666666667,0.0,0.35483333333333333
296,"Very good service!
Love the retro solid design.
I went to Enterprise outlet and the Leeleng ,the young staff, recommended me to visit their biggest warehouse at Toh Guan East. The big variety of design and good prices amazed me! Leeleng has been very patience and recommended me to opt for better options. Good service !",0.4633333333333333,0.5366666666666666,0.0,0.50125
297,Kam fei was a very friendly approachable sales person. Overall good experience shopping at wihardja.,0.333,0.667,0.0,0.45125000000000004
298,Good customer service and friendly staff,0.588,0.412,0.0,0.6908
299,Staff kam Fei is very helpful and friendly.,0.522,0.478,0.0,0.762
300,A place worth to discover if you are looking for teak wood furniture. Wide variety and unique designs. Pricing is fairly reasonable. Good quality furniture.,0.17575000000000002,0.82425,0.0,0.146875
301,Good service from Kam Fei. Just bought a cabinet.,0.1925,0.8075,0.0,0.1806
302,"One of the traditional authentic wood factory, where u can get furniture for value.",0.167,0.833,0.0,0.34
303,Easy to locate the place. The staff who attended us is very efficient and friendly.,0.435,0.565,0.0,0.6012
304,Very friendly and device orientated. Staff are very helpful .,0.487,0.513,0.0,0.50835
305,Helpful and not pushy at all. Superb products,0.67,0.33,0.0,0.59215
306,Very nice. May was very patient and understanding in explaining the terms and conditions. Great unique whimsical pieces.,0.49533333333333335,0.5046666666666667,0.0,0.37836666666666663
307,Items here are really nice and we've bought a couple of items for our new place from this store! Salesperson' knowledge is also good!,0.2885,0.7115,0.0,0.47214999999999996
308,"Very friendly and helpful staff, furnitures are nice and reasonably priced.",0.539,0.461,0.0,0.854
309,Friendly and good services with wide range of quality furniture,0.416,0.584,0.0,0.6908
310,I've always loved the products from Wihardja. It's value for money and definitely will recommend others to buy. Their sale is to die for 😍😍😍,0.2936666666666667,0.575,0.13133333333333333,0.255
311,This place is out of the way to be honest BUT no regrets at all! Bought 2 pieces of the TEAK WOOD sofa and this was due to the staff good service and response on customer service. His name is KAM FEI and i am sure he will definitely be able to bring the company sales to next level! All the way ok Kam Fei 加油吧!!!!,0.15460000000000002,0.5836,0.0618,0.16904
312,great service ane everything you need is under one roof!,0.328,0.672,0.0,0.6588
313,Great collection of wooden furniture and decorative pieces. Good mix of contemporary and traditional designs. Helpful staff.,0.4666666666666667,0.5333333333333333,0.0,0.4692
314,"Place is very cozy, salesperson is helpful and their products are solid and retro!",0.281,0.719,0.0,0.5707
315,"I have bought furniture from them 20 years ago and back again !!!!!!
The furnitures are value for money!!!!
Friendly, helpful and patience staff",0.361,0.639,0.0,0.4236666666666667
316,"The collection is really nice, they also allow customisation, which is great :)",0.573,0.427,0.0,0.902
317,Prices are reasonable and staff are attentive.,0.0,1.0,0.0,0.0
318,wide range of solid wood furniture available.,0.211,0.789,0.0,0.1531
319,Friendly service and reasonably priced. Kam Fai is very friendly.,0.455,0.545,0.0,0.5176000000000001
320,Kam fei was a very friendly staff.. Nice warehouse,0.522,0.478,0.0,0.762
321,"Awesome place , fantastic range of customizable day beds",0.562,0.438,0.0,0.8271
322,"The staff attending to us are friendly and they answered to all our queries with full of patience!..

We were pleasantly surprised with the variety and the affordability of the furnitures available here.

We will definitely think of Wiharja when we think of furnishings for our home..:)",0.20666666666666667,0.7933333333333333,0.0,0.5184666666666666
323,Very happy with product features explanation n fearures,0.4,0.6,0.0,0.6115
324,Good service. Awaiting delivery to comment on quality of table,0.357,0.643,0.0,0.1806
325,"No signs to show direction to the showroom.  But Showroom has a wide variety of furnitures, still worth making this trip.",0.0735,0.8069999999999999,0.1195,-0.03484999999999999
326,"Very warm customer service... Item is good and cheap... Will definitely visit again....

Thanks !",0.616,0.38399999999999995,0.0,0.47463333333333335
327,Some good teak furnitures with good pricing.  I don't think most of the furnitures could be disassembled and assemble onsite. Do take note of your elevator and staircase dimensions to move this to your house. They don't really hire good …,0.125,0.78325,0.09175,0.07267500000000002
328,Staff Friendly and very well organise.,0.583,0.417,0.0,0.6801
329,"Wide range of furniture at reasonable prices, and staff who are able to explain their products well. Overall, an extremely pleasant experience.",0.2945,0.7055,0.0,0.41475
330,"This has always been my go to furniture store for that antique look, staff are friendly andd helpful, not to mention, and they know what they are selling! Always happy to look for unique stuff here!",0.279,0.7210000000000001,0.0,0.6769000000000001
331,The wood selection here is immense and reasonably priced. Highly recommended for wood afficados. Had a wonderful experience with Pei Shan. Fast and attentive service.,0.19224999999999998,0.80775,0.0,0.21087499999999998
332,"Very pleasant experience, Ms May is very helpful and polite. We will be back for more great deals...",0.4205,0.5795,0.0,0.7149000000000001
333,Wihardja has a wide selection of wooden furniture . Worth taking a  look if u are into wooden stuff,0.1065,0.8935,0.0,0.11315
334,Great service and wonderful range of customisable furniture!,0.574,0.426,0.0,0.8439
335,Seen a lot of artistic furniture here. Comfy area to look around.,0.0,1.0,0.0,0.0
336,Great price...since the rental here is not as high as furniture malls...worth to come n see for your choice.,0.194,0.806,0.0,0.6249
337,"I love all the stuff from Wihardja. I bought most of my furnitures here. They made me feel like home with all their Indonesian teak and other wooden furnitures. This is my second time purchasing furnitures from here and I already saw a few of my future purchases. Well done, Wihardja. Keep it up!",0.17566666666666667,0.8243333333333334,0.0,0.18805
338,"Good service, quality product",0.455,0.545,0.0,0.3612
339,Quality furniture at a very good deal. Service staffs are very helpful as well.,0.44,0.56,0.0,0.543
340,Many options of woodwork and other knick knacks!,0.0,1.0,0.0,0.0
341,Very nice and friendly service. Affordable prices with many designs to choose from,0.343,0.657,0.0,0.381
342,It a very excellent store with excellent staff in all respect. Will recommend to my family and friends.,0.5705,0.4295,0.0,0.79135
343,Big place to shop for all kinds of teak furniture and accessories. Excellent service and helpful staff. Free parking too : ),0.4356666666666667,0.5643333333333334,0.0,0.42283333333333334
344,"There are many wood furniture which make your home like oldman styles
For those whose love wood styles can come to here!",0.231,0.769,0.0,0.7177
345,Very helpful staff and we like customizability of the furniture options! Prices are ok and real wood is always good.,0.3985,0.6014999999999999,0.0,0.64005
346,very creative design of the furniture. Good quality wood.,0.47300000000000003,0.527,0.0,0.42695000000000005
347,Great place  to shop and more choices of modern wooden furniture. Spolit for choice and spend a longer time to select the furniture here.,0.1455,0.8545,0.0,0.31245
348,Ronny service patient and explained well. Good.,0.648,0.352,0.0,0.31720000000000004
349,Good customer service provided by May. Accomadative to our requirements. Reasonable pricing.,0.111,0.889,0.0,0.12040000000000001
350,Great teak furniture at great prices. Highly recommended.,0.6745000000000001,0.3255,0.0,0.55985
351,Good customer service with great explanations given for furniture! Thumbs up!,0.248,0.752,0.0,0.392
352,The sales ppl are very Helpful and Friendly ..great place to shop .,0.396,0.604,0.0,0.762
353,"My second time dealing with Pei Shan. Friendly, helpful and professional.",0.375,0.625,0.0,0.3592
354,The goods design are very modernize and the price are very competitive.The staff very knowledgeable and professional.,0.0,1.0,0.0,0.0
355,Alot of choices to choose from. Able to customised to our likings. Great effort!!..,0.20375,0.79625,0.0,0.1647
356,Wonderful design and reasonable pricing! Best place to shop for wood related furniture!!,0.2966666666666667,0.37,0.0,0.427
357,Very good service..and very friendly..,0.411,0.589,0.0,0.4201
358,Nice wooden collections.,0.583,0.417,0.0,0.4215
359,Very compatible price.,0.0,1.0,0.0,0.0
360,Customer service was good.,0.455,0.545,0.0,0.3612
361,Actually I am quite Disappointed with the service because when I ordered the Bed Frame SINGLE CURVED BLOCK HEADBOARD the installer person never installed my bed frame properly install until be frame slanted,0.0,0.805,0.195,-0.7921
362,Unique wood furniture priced very reasonably,0.0,1.0,0.0,0.0
363,Very happy with the services. Furniture is great quality and affordable too.,0.453,0.5469999999999999,0.0,0.6182000000000001
364,Unique designs. Customer service very friendly and efficient.,0.3105,0.6895,0.0,0.381
365,Patient service by the sales person,0.0,1.0,0.0,0.0
366,"Good range of collection, specially teak furniture.
Good helpful service .",0.5675,0.4325,0.0,0.5049
367,21/06/2016 - Mission accomplished!!!.. I've got what I wanted fm the Great place for Teakwood lovers!,0.232,0.768,0.0,0.41565
368,Value for money and nice workmanship.Very friendly and helpful sales person.,0.615,0.385,0.0,0.8807
369,Many items here.  Staff is very helpful.,0.254,0.746,0.0,0.2377
370,Friendly staff. I enjoy the freedom to browse in the store. Will sure return here.,0.5826666666666667,0.41733333333333333,0.0,0.5415666666666666
371,Very good service and nice furniture at reasonable prices.,0.444,0.556,0.0,0.6801
372,"Peishan from toh guan outlet is very knowledgeable with the products, very helpful & friendly. Products are good and really value for money!",0.416,0.5840000000000001,0.0,0.7159500000000001
373,"Great service, good discounts and products.",0.623,0.377,0.0,0.765
374,Good service from ah fei.,0.385,0.615,0.0,0.3612
375,Very pleasant experience. All the stuff in here are gud. N gud customer service,0.214,0.786,0.0,0.18543333333333334
376,"Wiharja is the place you should head if you are a Teak Lover. They are the most competitive teak wood seller and we have been patronising Wiharja for the last 10 years.
We specially want to thank Pei Shan for her warm and committed service.",0.27366666666666667,0.7263333333333334,0.0,0.5115333333333334
377,Found out about the place from The Locing Mum blog. Great selection and the price is affordable!,0.2115,0.7885,0.0,0.3294
378,Good selection. Lots of items on display. Thanks.,0.5713333333333334,0.42866666666666664,0.0,0.2672
379,"Very friendly, professional care and expertise.",0.635,0.365,0.0,0.788
380,Reasonable price and friendly staff. 👍👍👍👍👍👍,0.222,0.778,0.0,0.24695
381,Friendly staff and a large no. of items on display. Enter via side gate.,0.127,0.7856666666666666,0.08733333333333333,0.08333333333333333
382,Great experience with Ms May with her great service. She has given alot of ideas and recommendations for us.,0.2695,0.7305,0.0,0.42405
383,Great place to shopped if ur teak n wood lover..n staff were friendly n helpfull..now our house look like we in bali..yeeah..,0.366,0.634,0.0,0.8689
384,excellent customer svc at both outlets! especially peishan who is super friendly & helpful! cant wait to rcv my furnitures!,0.3873333333333333,0.6126666666666667,0.0,0.4973
385,Great selection wonderful staff! Value for money,0.6735,0.3265,0.0,0.59195
386,The sign outside may be small...but the collection is huge...visit them to view their wooden furnitures. Friendly staff and conducive environment to shop.,0.174,0.8260000000000001,0.0,0.24695
387,The service is excellenc and prices are reasonable.,0.0,1.0,0.0,0.0
388,"If you love woody and rustic furniture , Wihardja definitely has one of the most variety ..their prices are also very reasonable and attractive ..we were served by staff May ...who was very friendly and offered us good advice ...we are so glad that we found them on the net :)",0.338,0.662,0.0,0.9679
389,Great service! Love the beautiful furniture.,0.7975,0.2025,0.0,0.7276
390,Customer and lay out convenience,0.0,1.0,0.0,0.0
391,Really great prices from teak wood. May helped us a lot taking us around and answering all our questions.,0.234,0.766,0.0,0.3295
392,Quality wood and affordable price !!! No regrets shopping here :D! Thumbs up up up !!!,0.0,0.59375,0.15625,-0.15285
393,Excellent furniture and customer service,0.481,0.519,0.0,0.5719
394,Staff is very helpful and polite.,0.382,0.618,0.0,0.4754
395,Great place to shop for solid teak furniture. Cant wait for the furniture i have bought to be delivered.,0.2435,0.7565,0.0,0.3454
396,Friendly and approachable staff who do their best to attend to customer.,0.425,0.575,0.0,0.8126
397,Excellent service by the attending staff,0.425,0.575,0.0,0.5719
398,Very comfortable and spacious place to look around. Friendly staff.,0.5505,0.4495,0.0,0.5251
399,Good service and the range of item is awesome . Recommanded,0.2425,0.7575000000000001,0.0,0.3825
400,Great customer service. Looking forward to the item! 👍😊,0.224,0.776,0.0,0.2083
401,Good ambience Friendly informative  staff Nice furniture,0.68,0.32,0.0,0.8176
402,Awesome service by Kamei.,0.577,0.423,0.0,0.6249
403,"Great experience and most importantly, patient, friendly and knowledgeable staff!",0.599,0.401,0.0,0.8872
404,Very impressive and cosy showroom,0.473,0.527,0.0,0.5563
405,Good range of teak and suar wood furniture at reasonable prices,0.2,0.8,0.0,0.3612
406,"Nice ambience, could be better with more seats for discussion",0.416,0.584,0.0,0.6908
407,Good customer service.,0.556,0.444,0.0,0.3612
408,Custom make available,0.0,1.0,0.0,0.0
409,"Recommended wood furniture buyer here, lot of varierty. Friendly  staff.",0.4835,0.5165,0.0,0.3481
410,A beauty showroom within Sungei Kadut. Have to see to believe!,0.2435,0.7565,0.0,0.29295
411,Good collection of furnitures,0.455,0.545,0.0,0.3612
412,"They are kind,patience and helpful.",0.412,0.588,0.0,0.4215
413,Very unique deco and affordable prices for wood furniture!,0.0,1.0,0.0,0.0
414,"Good, very friendly staff..",0.75,0.25,0.0,0.7178
415,Excellent collection of teak wood furniture.,0.425,0.575,0.0,0.5719
416,"Shop today, nice experience with excellent service ....",0.52,0.48,0.0,0.7579
417,Beautuful collection and awesome customer service. :),0.7255,0.2745,0.0,0.5418499999999999
418,Good and patient salesperson,0.455,0.545,0.0,0.3612
419,Nice and comfortable.,0.859,0.141,0.0,0.7269
420,Huge variety of furniture available with friendly sales staff!  The showroom at toh room seems bigger than the other one.,0.2265,0.7735000000000001,0.0,0.3498
421,Good customer service.,0.556,0.444,0.0,0.3612
422,Friendly and warm services.,0.718,0.282,0.0,0.6249
423,Very friendly and helpful staff,0.686,0.314,0.0,0.762
424,Good service and great choices,0.688,0.312,0.0,0.765
425,Excellent and prompt service.,0.552,0.448,0.0,0.5719
426,Great service from the team..,0.506,0.494,0.0,0.6249
427,Salesman is friendly and knowledgeable.,0.444,0.556,0.0,0.4939
428,Decent products and service,0.0,1.0,0.0,0.0
429,furniture looks good and place is cosy,0.294,0.706,0.0,0.3612
430,Great customer service :),0.78,0.22,0.0,0.7964
431,"Nice showroom, friendly staff",0.75,0.25,0.0,0.7184
432,Very good,0.736,0.264,0.0,0.4201
433,The Customer Service is excellent and compentend 👍👍👍,0.346,0.654,0.0,0.5719
434,Good and friendly service,0.74,0.26,0.0,0.6908
435,Displays are good!,0.583,0.417,0.0,0.4199
436,Friendly and helpful,0.857,0.143,0.0,0.7184
437,Customer service very friendly. Many different varieties of products.,0.269,0.731,0.0,0.27065
438,Great place and staffs,0.577,0.423,0.0,0.6249
439,Very friendly salesperson!,0.654,0.346,0.0,0.5838
440,"Great product, great services",0.804,0.196,0.0,0.8481
441,"Good experience buying at Wihardja, cheap real solid wood furnitures",0.339,0.661,0.0,0.4767
442,Nice furniture at reasonable prices,0.412,0.588,0.0,0.4215
443,Good service,0.714,0.286,0.0,0.3612
444,"Nice furniture, friendly staff",0.75,0.25,0.0,0.7184
445,Very professional and attentive service. Personal,0.0,1.0,0.0,0.0
446,Good teak furniture at an affordable price,0.294,0.706,0.0,0.3612
447,Great place to look for furniture,0.451,0.549,0.0,0.6249
448,Good customer service,0.556,0.444,0.0,0.3612
449,"Helpful staff, affordable furniture",0.483,0.517,0.0,0.4215
450,Good service 😀,0.714,0.286,0.0,0.3612
451,Helpful and welcoming staffs.👍,0.74,0.26,0.0,0.6908
452,Room is cold but can have more spacous area so can accommodate more people.,0.0,1.0,0.0,0.0
453,Good,1.0,0.0,0.0,0.3612
454,Friendly staff,0.762,0.238,0.0,0.4939
455,Very patient staff,0.0,1.0,0.0,0.0
456,Excellent service,0.787,0.213,0.0,0.5719
457,Good,1.0,0.0,0.0,0.3612
458,Good service,0.714,0.286,0.0,0.3612
459,Speechless...,0.0,1.0,0.0,0.0
460,Nice furnitures,0.737,0.263,0.0,0.4215
461,Thank you for the service and the discount,0.263,0.737,0.0,0.3612
462,Many good furniture,0.556,0.444,0.0,0.3612
463,Friendly staff...,0.762,0.238,0.0,0.4939
464,friendly staff,0.762,0.238,0.0,0.4939
465,Love the product and service.,0.444,0.556,0.0,0.4939
466,Good place for wood furniture,0.385,0.615,0.0,0.3612
467,Wide range of furniture to shop. =),0.5,0.5,0.0,0.24695
468,Can't find this place,0.0,1.0,0.0,0.0
469,"hello Jianliang, sorry you could not find the showroom. We are located within Lian Bee Industrial Metal Building. We would like to welcome you to our showroom again. Do drop us a call at 6922-4588 if you need further directions.",0.10175,0.81975,0.0785,0.080025
470,Nice furnishing,0.737,0.263,0.0,0.4215
471,Nice looking furniture,0.583,0.417,0.0,0.4215
472,Nice selection of furniture.,0.483,0.517,0.0,0.4215
473,Awesome service from staff!!! Great quality products!!!,0.44166666666666665,0.225,0.0,0.4685
474,Nice furniture and good service,0.639,0.361,0.0,0.6486
475,good service,0.714,0.286,0.0,0.3612
476,Services very good....,0.0,1.0,0.0,0.0
477,Wonderful products & service!!!,0.341,0.159,0.0,0.32335
478,Very good service,0.583,0.417,0.0,0.4201
479,Marvellous designs and affordability!,0.0,1.0,0.0,0.0
480,Friendly staff! Excellent service!,0.7885,0.21150000000000002,0.0,0.57625
481,Good customers service,0.556,0.444,0.0,0.3612
482,Great price and good quality stuff,0.623,0.377,0.0,0.765
483,Nice teakwood furniture,0.583,0.417,0.0,0.4215
484,Very good service encounter!,0.507,0.493,0.0,0.474
485,Good value for money!!,0.361,0.139,0.0,0.318
486,Great services and affordable prices...,0.506,0.494,0.0,0.6249
487,"(Translated by Google) good service

(Original)
服務好",0.294,0.706,0.0,0.3612
488,"(Translated by Google) Wonderful showroom of Wihardja 👍👍👍

(Original)
Wonderful showroom of Wihardja 👍👍👍",0.381,0.619,0.0,0.8126
489,"(Translated by Google) Not so good

(Original)
不怎好",0.0,0.725,0.275,-0.3937
490,"Disgraceful front desk staff. I required assistance, having made eye contact with this young man, I was literally waiting in front of him for a few minutes, for him to get off the phone. Instead of trying to end the conversation quickly, he …",0.0,1.0,0.0,0.0
