,comments,Positive,Neutral,Negative,Compound
190,"Smindy is a friendly, helpful & attentive guide. We found what we looked for.",0.3,0.7,0.0,0.3592
191,"Smindy is a friendly, knowledgeable and professional  salesperson - never pushy. She was able to answer any and all questions we had. Great job, Smindy! 😊",0.276,0.474,0.0,0.31825000000000003
192,Smindy is a very helpful and energetic sales assistant. She helped to promote the furnitures at toh guan star living. She was willing to explain the different furnitures at star living. Excellent working attitude👍.,0.34125,0.65875,0.0,0.42335
193,Smindy is attentive and able to answer to our queries.,0.0,1.0,0.0,0.0
194,Smindy is friendly and professional with good patient,0.487,0.513,0.0,0.6908
195,Smindy is very helpful and patient in advising us on selecting sofa. We brought the sofa after our 1st visit here.,0.1095,0.8905000000000001,0.0,0.2377
196,Smindy is very knowledgeable and helpful when explaining the products.,0.254,0.746,0.0,0.4703
197,Smindy is very patient and friendly. She provided wonderful service and we bought a sofa from her on the same day.,0.3155,0.6845,0.0,0.5543
198,"So glad we found out about this place before settling for generic and common options.

Great outlet for designer interiors. Sofas. Dining tables. TV entertainment units. Accessories.

A must visit before buying basic anywhere else.

We will be back!",0.159875,0.840125,0.0,0.19448749999999998
199,So so furniture,0.0,1.0,0.0,0.0
200,Staff are quite pushy and they follow you around as if you might run off with their dining table anytime. Redeeming factor will be the affordability of their furnitures.,0.0,0.944,0.056,-0.1692
201,"Staff could be friendlier. Three floors of furniture to browse through, in varied styles though some were kinda tacky to me.",0.25,0.75,0.0,0.2294
202,"Star living is my first choice when it comes to buying any furniture items. Key thing is the niche quality of items, very competitive price and most important, externally warm, polite and informative sales team. James, the sales manager …",0.08600000000000001,0.914,0.0,0.2142666666666667
203,"Strongly recommended.

My tempered glass dining table broke and I went to visit Star Living. Their Sungei Kadut branch is filled with many great variety, you will be spoiled with so many great choices.

I bought on last Sunday, and delivered today. Very efficient.",0.4162,0.5432,0.040600000000000004,0.26848
204,"Summary: look for Terry

good selection & quality items. Most importantly a sales person that listens to you rather than trying to sell.",0.2205,0.7795,0.0,0.3708
205,Super,1.0,0.0,0.0,0.5994
206,"Superb showroom with loads of selection, location is very convenient & accessible. Designs are great with options for vintage or modern lovers alike but fabrics & colors selection are very restricted, options for desired fabrics & colors is possible with an add on cost which could be costly as it's in %. ⭐",0.15066666666666667,0.47633333333333333,0.03966666666666666,0.2885333333333333
207,Superlative service by Sharon for fickle buyers like we. It took us 2 hours to decide on a dining table and chairs. Extensive variety to choose from. Great prices.,0.2605,0.7395,0.0,0.246525
208,TC awesome service!  Recommended!!,0.5623333333333334,0.10433333333333333,0.0,0.31006666666666666
209,"TC from Star Living Tampines attended to us and was extremely patient and helpful! We took a good 3 hours here and he took us through the long hours, explaining the pros n cons of each item and giving recommendations without being too pushy. Thank you!",0.38666666666666666,0.6133333333333334,0.0,0.5439
210,"Terrible service and lousy products, don’t buy from star living.

I purchased a sofa which after two months springs started to come out and it has been a nightmare to get it fixed.

Beware of star living... my recommendation don’t buy!!!",0.0,0.545,0.20500000000000002,-0.34697500000000003
211,"Thank you Alson, very helpful and informative!",0.541,0.459,0.0,0.7082
212,Thank You smindy ! Kind and patient,0.6065,0.39349999999999996,0.0,0.47329999999999994
213,"The 1st time we walked over from Ikea, the whole building had power failure. Will re-visit & re-rate this place.",0.0,0.899,0.101,-0.2553
214,"The biggest star living store I have been. If you are going to star living, only go to this store.",0.0,1.0,0.0,0.0
215,The furniture are pretty average looking. Some are not even worth looking at. Value for money but i wouldn't want to put any of these furniture in my house. Folks with budget would find this place pretty good.,0.23625000000000002,0.68875,0.075,0.277375
216,"The place is good, gives you a variety of choice but what stands out for me is James who is the store manager. There was a compatibility issue for the bed and mattress that I bought from here in terms of size but James was quick to resolve the issue which is an example of great customer service",0.1515,0.8485,0.0,0.5333
217,"The sales person, Smindy is super friendly and helpful with all my inquiries.",0.497,0.503,0.0,0.872
218,The service staff here are attentive and not pushy. Makes decision-making easy!,0.4,0.6,0.0,0.34914999999999996
219,The staff were helpful,0.483,0.517,0.0,0.4215
220,The store just opened for the day yet they serve us as though its been a whole day at work. Sluggish and poor service.,0.0,0.628,0.372,-0.35015
221,"There’s a wide variety of furniture here and most important of all, patient and friendly staff. We were served by Mr T.C who patiently explained and showed us around while we make our decision. Thank you!  👍🏻",0.25625,0.74375,0.0,0.266925
222,"They have some pretty upmarket pieces if you look around, and there is a nice free carpark right in front. A lot of salespeople, and one is assigned to you when you enter to follow you around the whole store. There are three floors and the …",0.12266666666666666,0.8773333333333333,0.0,0.28396666666666665
223,"This is Star Living largest outlet, having full range of nice furniture and all the display is neat.",0.266,0.734,0.0,0.7003
224,"This is the best Star Living outlet and also the largest. We had bought stuffs from IMM and Tampines outlets last 2 months. Should have come here first.  They got everything we bought and more.

Why the best? Spread over three floors in its …",0.16216666666666668,0.8378333333333333,0.0,0.21230000000000002
225,Thks to Jasmine for her 5 stars service although I just bought a chair. Every salesman will hv something to learn from her.  Will definitely look for her again when changing my furniture.  Highly recommended 👍,0.2755,0.7245,0.0,0.253375
226,Top-notch customer service from Smindy. She is attentive and has an affable disposition. Told her what i was looking for and showed me all the selections available in all the 3 floors. Thank you for making my purchase a smooth one.,0.06575,0.93425,0.0,0.0903
227,Trending furniture for families,0.0,1.0,0.0,0.0
228,Used to be a very good place for all your furniture needs . The offers now seems to be not so much now a days,0.109,0.891,0.0,0.21005
229,Value for money furnishing,0.444,0.556,0.0,0.34
230,Variable choices of furniture for various options. Star Living among the good companies rendering their excellent service.,0.2185,0.7815,0.0,0.36755
231,"very bad after service. within bit more than 1 year PU leather peels off, and they can not do anything anymore. Never seen such a lousy quality. In case they would try to find reasonable solution.... but no. I would never buy here anymore.",0.0832,0.7272,0.18960000000000002,-0.2103
232,"very bad after service. within bit more than 1 year PU leather peels off, and they can not do anything anymore. Never seen such a lousy quality. In case they would try to find reasonable solution.... but no. I would never buy here anymore.",0.0832,0.7272,0.18960000000000002,-0.2103
233,"Very comfortable and well stocked environment. The staff are friendly and helpful. Especially Sharon, who has been very helpful and supportive. She is patient to listen to our needs and explained to us what is needed. Will definitely return to visit them going forward. Thanks",0.4865,0.5135000000000001,0.0,0.49195
234,Very expensive..only for branded items,0.0,1.0,0.0,0.0
235,Very good 😀,0.736,0.264,0.0,0.4201
236,Very good experience with Star living 👍🏻 Jasmine was detailed and patience in explaining and introducing us the different furniture that we are looking for ! Recommend !! 💯,0.2896666666666667,0.377,0.0,0.31593333333333334
237,Very good service from showroom staff Grace,0.528,0.472,0.0,0.6801
238,very good service. very helpful n courteous staff..gd value for money,0.6385,0.3615,0.0,0.6315999999999999
239,very helpful n knowledgeable in explaining👍,0.436,0.564,0.0,0.4754
240,Very lucky to have Chee Keong serving us. He was patient despite our long decision making. I was pai seh at first but he mentioned that it is important that we buy the right furniture for home. Very welcoming. I am happy to find what I …,0.3306,0.6694,0.0,0.36719999999999997
241,Very nice place to shop at. Pretty decent pricepoint. One of the table i checked out looks amazin from the front but the back look like it's of poor worksmanship.,0.375,0.5706666666666667,0.05433333333333334,0.24766666666666667
242,very reasonably priced.,0.0,1.0,0.0,0.0
243,Was looking for a dining table. The staff was very accommodating and answered all our questions. Will be back once we have already decided..,0.0,1.0,0.0,0.0
244,"Was served by James, he is very patient and willing to share his experience. Bought our new sofa from you. Star living have many affordable choices to choose from, totally worth our trip! Thank you! :)",0.41059999999999997,0.5894,0.0,0.30654
245,"Was served by Smindy at Star living Furniture Mall Toh Guan. Very sincere and patient lady, well spoken and bright personality. We understand more about size, material, and if our choices are suitable for our overall house design. We purchased 2x from her and will always call her before we come over for our next furniture shopping",0.13325,0.86675,0.0,0.19755
246,"Was served by Smindy, top class customer service from her. Very enthusiastic at serving my family and showcasing different furniture to my family too. Thx star living",0.3116666666666667,0.6883333333333334,0.0,0.3682666666666667
247,Waste of time going to this place. Sales person lacks the knowledge - absolutely no business sense. Asked if they can recommend a 3rd party contractor to install a plaster wall behind the wardrobe - clueless and no idea. Pricing is not exactly cheap. No wonder we are being replaced by foreigners.,0.0418,0.7614,0.1968,-0.18984
248,"We are amazed by the courteous and patience of Ms Smindy to attend us around the showroom.
Thank you again.",0.42900000000000005,0.571,0.0,0.55955
249,"We are served by Ken, so happy and pleased being served by him, very resourceful and patience with our queries.

Thank you so much Ken, thank you Star Living (Labrador)",0.351,0.649,0.0,0.7403
250,We are very pleased with the service that Smindy provided us with. She is very knowledgeable about the products and most patient and helpful answering our queries.,0.2025,0.7975,0.0,0.48150000000000004
251,We were greeted and served by Francis Sim. Love his proactiveness and attending to our needs. Very prompt service and made our experience here very pleasant and smooth. Thanks for serving us Francis.,0.30275,0.69725,0.0,0.44095
252,We were looking for small cupboard. Was served by Smindy. She was friendly and very helpful by recommending us when we gave her the measurements and type we were looking for. She don’t feel the hassle and had shown us till we found the right one. Thanks Smindy. You have saved us lots of time searching around.,0.20866666666666667,0.7913333333333333,0.0,0.2674
253,"We were served by Sharon. She is very friendly, attentive, patient and she gave us recommendations also to suit our requirements. Very good service! :)",0.449,0.551,0.0,0.368525
254,We were served by Shirley at Star living (Furniture Mall) and we are very satisifed with her service! Thank you!,0.368,0.632,0.0,0.20995
255,We were served by Smindy. She is extremely knowledgeable and we had a very comfortable experience choosing the sofa for our new home. Thank you!,0.30633333333333335,0.6936666666666667,0.0,0.3254
256,"Went over today wanting to check out furnitures. As it was raining heavily i did not notice that left side is for staff. Your guard came out knock on my window with, for a lack of better word, ""kiampa"" look. I was texting on phone when he …",0.03775,0.93225,0.03,0.038275
257,"Went there to search for a storage bed and was assisted by Jason. Really nice and approaching sales man. Knowledge and willing to go the extra mile to ask for arrangements.

Star living has a range of modern products but you'll need to be prepared to spend a little more here. Recommended! :)",0.4171666666666667,0.5828333333333333,0.0,0.2557833333333333
258,Wide collection.,0.0,1.0,0.0,0.0
259,Wide disply of furniture,0.0,1.0,0.0,0.0
260,Wide range of furniture,0.0,1.0,0.0,0.0
261,wide range of furniture and free parking,0.355,0.645,0.0,0.5106
262,Wide variety,0.0,1.0,0.0,0.0
263,Wide variety of furniture,0.0,1.0,0.0,0.0
264,Wide variety of furniture and prices. Good transparent customer service.,0.2275,0.7725,0.0,0.1806
265,"Wide variety of furniture and very modern too. Smindy was very helpful, patient and not pushy. She accompanied us around and recommended according to our liking. Will probably come back again in the next few months to see other furniture :)",0.2465,0.7535000000000001,0.0,0.40035
266,Wide variety of furniture but price is a little high,0.0,1.0,0.0,0.0
267,Wide variety of furniture.,0.0,1.0,0.0,0.0
268,Wide variety of furniture. Staff friendly and impose no pressure tactics. Provide info and advice only when asked. Reasonable prices.,0.0625,0.8085,0.129,-0.085
269,"Wide variety of sofa choices and was quite impressed with sales staff named Joanne, friendly and patient",0.305,0.695,0.0,0.7645
270,Worst response delivery. 2 hours buffer but never arrived n never called to me. I called to shop so long till pick up the phone then after I explained guy replied “we called you this afternoon but no one answered. Now is peak season pls …,0.06125,0.7435,0.19525,-0.2423
271,Year end discount !,0.0,1.0,0.0,0.0
